Localidad;Barrio;Fecha;Farmacia;Direccion;Duración;Teléfono;GoogleMaps
Madrid;PUEBLO DE VALLECAS;20/02/2021;139;PS FEDERICO GARCIA LORCA,  19 (Antes A. de los Caidos);SERVICIO 24 HORAS (DE 9'30 A 9'30);913320826;Paseo Federico García Lorca, 19, 28031 Madrid
Madrid;RETIRO-ARGANZUELA;20/02/2021;187;AV MENENDEZ PELAYO,  45;SERVICIO 24 HORAS (DE 9'30 A 9'30);914095759;Av. de Menéndez Pelayo, 45, 28009 Madrid
Madrid;CENTRO;20/02/2021;238;PZ SAN MIGUEL,   8 (Frente mercado S.Miguel-Proximo c/Mayor);SERVICIO DIURNO (DE 9'30 A 23'00);915480618;Plaza de San Miguel, 8, 28005 Madrid
Madrid;SALAMANCA-VENTAS;20/02/2021;279;CL VELAZQUEZ,  70;SERVICIO DIURNO (DE 9'30 A 23'00);914351347;Calle de Velázquez, 70, 28001 Madrid
Madrid;CIUDAD LINEAL-SAN BLAS;20/02/2021;286;CL SAN ROMUALDO,  51;SERVICIO DIURNO (DE 9'30 A 23'00);913759068;Calle de San Romualdo, 51, 28037 Madrid
Madrid;SALAMANCA-VENTAS;20/02/2021;289;CL ALCALA, 172 (Entre Manuel Becerra y Ventas);SERVICIO DIURNO (DE 9'30 A 23'00);911626491;Calle de Alcalá, 172, 28028 Madrid
Madrid;CENTRO;20/02/2021;331;CL MAYOR,  13;SERVICIO 24 HORAS (DE 9'30 A 9'30);913664616;Calle Mayor, 13, 28013 Madrid
Madrid;SALAMANCA-VENTAS;20/02/2021;333;CL ALCALA, 173 (Esquina a Montesa);SERVICIO DIURNO (DE 9'30 A 23'00);914013639;Calle de Alcalá, 173, 28009 Madrid
Madrid;CENTRO;20/02/2021;350;CL TOLEDO,  46 (Metro La Latina);SERVICIO DIURNO (DE 9'30 A 23'00);913653458;Calle de Toledo, 46, 28005 Madrid
Madrid;CARABANCHEL-LATINA;20/02/2021;367;PS EXTREMADURA, 124;SERVICIO 24 HORAS (DE 9'30 A 9'30);914631194;Paseo de Extremadura, 124, 28011 Madrid
Madrid;SALAMANCA-VENTAS;20/02/2021;408;CL FRANCISCO SILVELA,  75;SERVICIO DIURNO (DE 9'30 A 23'00);915622621;Calle de Francisco Silvela, 75, 28028 Madrid
Madrid;CHAMARTIN-HORTALEZA;20/02/2021;412;CL VALDETORRES DEL JARAMA,  31 (Frente Cen. Com. Gran Via de Hortaleza);SERVICIO DIURNO (DE 9'30 A 23'00);913818898;Calle de Valdetorres de Jarama, 31, 28043 Madrid
Madrid;USERA-VILLAVERDE;20/02/2021;493;CL MARCELO USERA, 114;SERVICIO 24 HORAS (DE 9'30 A 9'30);914756729;Calle de Marcelo Usera, 116, 28026 Madrid
Madrid;PUENTE DE VALLECAS-ENTREVIAS;20/02/2021;515;AV MONTE IGUELDO,  14;SERVICIO 24 HORAS (DE 9'30 A 9'30);914339315;Av del Monte Igueldo, 14, 28053 Madrid
Madrid;SALAMANCA-VENTAS;20/02/2021;524;CL GOYA,  89;SERVICIO DIURNO (DE 9'30 A 23'00);914354958;Calle de Goya, nº 89, 28001 Madrid
Madrid;SALAMANCA-VENTAS;20/02/2021;551;CL CONDE DE PEÑALVER,  34 (Esquina a D. Ramon de la Cruz);SERVICIO DIURNO (DE 9'30 A 23'00);914010968;Calle del Conde de Peñalver, 34, 28006 Madrid
Madrid;ARAVACA;20/02/2021;601;AV EUROPA, 30 (ARAVACA);SERVICIO DIURNO (DE 9'30 A 23'00);913513312;Av. de Europa, 30, 28023 Pozuelo de Alarcón, Madrid
Madrid;CHAMARTIN-HORTALEZA;20/02/2021;624;PZ SAGRADOS CORAZONES,   4 (Esquina a C. Espina, 5);SERVICIO 24 HORAS (DE 9'30 A 9'30);915649284;Pl. de los Sagrados Corazones, 4, 28036 Madrid
Madrid;MORATALAZ;20/02/2021;641;CL FUENTE CARRANTONA,  29;SERVICIO 24 HORAS (DE 9'30 A 9'30);915616041;Calle de la Fuente Carrantona, 29, 28030 Madrid
Madrid;RETIRO-ARGANZUELA;20/02/2021;649;CL DOCTOR CASTELO,  26 (Esquina a Narvaez);SERVICIO DIURNO (DE 9'30 A 23'00);915731163;Calle del Dr. Castelo, 26, 28009 Madrid
Madrid;BARAJAS-ALAMEDA DE OSUNA;20/02/2021;657;T4 AEROPUERTO BARAJAS LC.T2.15;SERVICIO DE 7'00 A 23'00 HORAS;913338357;T4 Aeropuerto Barajas, 28042 Madrid
Madrid;BARAJAS-ALAMEDA DE OSUNA;20/02/2021;677;CL AUTOGIRO,   2 ESQ. CL ALAR DEL REY;SERVICIO DIURNO (DE 9'30 A 23'00);913676575;Calle Autogiro, 2, 28042 Madrid
Madrid;PUEBLO DE VALLECAS;20/02/2021;751;CL PUENTEDEY, 10 (.);SERVICIO 24 HORAS (DE 9'30 A 9'30);914944536;Calle de Puentedey, 10, 28051 Madrid
Madrid;CHAMARTIN-HORTALEZA;20/02/2021;792;CL MOSCATELAR, 1-Q C/V CL PUERTO DE SANTA MARIA (Detras convento Clarisas);SERVICIO DIURNO (DE 9'30 A 23'00);917959592;Calle del Moscatelar, 1, 28043 Madrid
Madrid;CIUDAD LINEAL-SAN BLAS;20/02/2021;886;AV INSTITUCION LIBRE DE ENSEÑANZA,  21;SERVICIO 24 HORAS (DE 9'30 A 9'30);914080164;Av. de la Institución Libre de Enseñanza, 21, 28037 Madrid
Madrid;SALAMANCA-VENTAS;20/02/2021;892;CL FRANCISCO SILVELA,  36;SERVICIO 24 HORAS (DE 9'30 A 9'30);913563573;Calle de Francisco Silvela, 36, 28028 Madrid
Madrid;CENTRO;20/02/2021;913;PS ACACIAS,  69 (Esquina Glorieta Piramides);SERVICIO 24 HORAS (DE 9'30 A 9'30);914744782;Paseo de las Acacias, 69, 28005 Madrid
Madrid;VICALVARO;20/02/2021;931;CL BULEVAR JOSE PRAT,  35 LC.B-26;SERVICIO DIURNO (DE 9'30 A 21'30);917739994;Centro Comercial Valdebernardo, Bulevar de José Prat, 35, 28032 Madrid
Madrid;CENTRO;20/02/2021;968;CL CAPITAN BLANCO ARGIBAY, 24 (.);SERVICIO DIURNO (DE 9'30 A 23'00);915710241;Calle del Capitán Blanco Argibay, 45, 28029 Madrid
Madrid;CIUDAD LINEAL-SAN BLAS;20/02/2021;1077;AV DONOSTIARRA,  22 (Barrio Concepcion);SERVICIO 24 HORAS (DE 9'30 A 9'30);914039654;Av. Donostiarra, 22, 28027 Madrid
Madrid;MORATALAZ;20/02/2021;1088;CL FUENTE CARRANTONA, 47-49 (FINAL C/DR.GARCIA TAPIA);SERVICIO DIURNO (DE 9'30 A 23'00);913014702;Calle de la Fuente Carrantona, 49, 28030 Madrid
Madrid;SALAMANCA-VENTAS;20/02/2021;1095;CL MARIA DE MOLINA,  22 (Entrada Claudio Coello, 145);SERVICIO DIURNO (DE 9'30 A 23'00);915618218;Calle de María de Molina, 22, 28006 Madrid
Madrid;CHAMARTIN-HORTALEZA;20/02/2021;1102;PS HABANA,   7 (Semiesq. Ps Castellana 124);SERVICIO DIURNO (DE 9'30 A 23'00);915612244;Paseo de la Habana, 7, 28036 Madrid
Madrid;ARAVACA;20/02/2021;1198;AV VALDEMARIN, 165 LC 4-2;SERVICIO DIURNO (DE 9'30 A 23'00);913070836;Av. de Valdemarín, 165, 28023 Madrid
Madrid;CARABANCHEL-LATINA;20/02/2021;1248;CL OCA,  17 (Metro Oporto-salida Oca);SERVICIO DIURNO (DE 9'30 A 23'00);914714773;Calle de la Oca, 17, 28025 Madrid
Madrid;CHAMARTIN-HORTALEZA;20/02/2021;1274;CL VICTOR DE LA SERNA,   1 (FRENTE PARQUE DE BERLIN);SERVICIO DIURNO (DE 9'30 A 23'00);915199116;C. de Víctor de la Serna, 1, 28016 Madrid
Madrid;FUENCARRAL-BARRIO DEL PILAR;20/02/2021;1289;CL MARIA MAEZTU,146 C/A C/LEONOR LOPEZ CORDOBA,S/N;SERVICIO 24 HORAS (DE 9'30 A 9'30);913487208;C/ de María de Maeztu, 146, 28035 Madrid
Madrid;ARAVACA;20/02/2021;1295;CL BLANCA DE CASTILLA,  11;SERVICIO 24 HORAS (DE 9'30 A 9'30);913576914;Calle de Blanca de Castilla, 11, 28023 Madrid
Madrid;CARABANCHEL-LATINA;20/02/2021;1301;CL LAS CUEVAS DE ALTAMIRA,  27-29 POR C/P. HUMA.10 (Poblado Dirigido Fuencarral);SERVICIO DIURNO (DE 9'30 A 23'00);915083485;Calle Patrimonio de la Humanidad, 10, 28054 Madrid
Madrid;TETUAN-CUATRO CAMINOS;20/02/2021;1346;PS CASTELLANA, 181;SERVICIO 24 HORAS (DE 9'30 A 9'30);915704891;Paseo de la Castellana, 181, 28046 Madrid
Madrid;CARABANCHEL-LATINA;20/02/2021;1358;AV PADRE PIQUER,   8 (Metro Campamento);SERVICIO DIURNO (DE 9'30 A 23'00);917113442;Av. del Padre Piquer, 8, 28024 Madrid
Madrid;MORATALAZ;20/02/2021;1371;CL CORREGIDOR JUAN BOBADILLA,  10 (Entrada por Camino Vinateros,119);SERVICIO DIURNO (DE 9'30 A 23'00);917732074;Calle del Corregidor Juan de Bobadilla, 10, 28030 Madrid
Madrid;CHAMBERI-MONCLOA;20/02/2021;1412;CL MELENDEZ VALDES,  68;SERVICIO DIURNO (DE 9'30 A 23'00);915434248;Calle de Meléndez Valdés, 68, 28015 Madrid
Madrid;CHAMARTIN-HORTALEZA;20/02/2021;1451;CL LUIS MOYA BLANCO,  19-21 ESQ CL SEGUNDINO ZUAZO (Elipa entrada Jose Luis Arrese, 32);SERVICIO 24 HORAS (DE 9'30 A 9'30);915295978;Calle de Luis Moya Blanco, 19, 21, 28055 Madrid
Madrid;RETIRO-ARGANZUELA;20/02/2021;1454;AV MEDITERRANEO,  22;SERVICIO DIURNO (DE 9'30 A 23'00);914337580;Av. del Mediterráneo, 22, 28007 Madrid
Madrid;VICALVARO;20/02/2021;1455;CL MERCURIO,  10;SERVICIO DIURNO (DE 9'30 A 23'00);917764023;Calle Mercurio, 10, 28032 Madrid
Madrid;VICALVARO;20/02/2021;1473;CL SAN CIPRIANO,  39 (VICALVARO) (Junto a metro San Cipriano);SERVICIO DIURNO (DE 9'30 A 21'30);917765026;C. de S. Cipriano, 39, 28032 Madrid
Madrid;VICALVARO;20/02/2021;1533;AV GRAN VIA DEL ESTE,  16 Y 18 (METRO PUERTA ARGANDA);SERVICIO DIURNO (DE 9'30 A 21'30);917753024;Av. de la Gran Vía del Este, 16, 18, 28032 Madrid
Madrid;VICALVARO;20/02/2021;1566;CL CAMPO DE LA TORRE,   1 (APE Valderribas-Vicalvaro);SERVICIO DIURNO (DE 9'30 A 21'30);917750011;Calle del Campo de la Torre, 1, 28032 Madrid
Madrid;PUENTE DE VALLECAS-ENTREVIAS;20/02/2021;1764;AV PABLO NERUDA,  91-97 CEN COM MADRID SUR;SERVICIO 24 HORAS (DE 9'30 A 9'30);915079484;Av. Pablo Neruda, 91, 28018 Madrid
Madrid;FUENCARRAL-BARRIO DEL PILAR;20/02/2021;1870;AV BETANZOS,  61 LC 416 TDA 3 (Barrio del Pilar);SERVICIO 24 HORAS (DE 9'30 A 9'30);913862393;Av. de Betanzos, 61, 28029 Madrid
Madrid;PUEBLO DE VALLECAS;20/02/2021;1890;CL REAL DE ARGANDA,  40 (Vallecas Villa);SERVICIO 24 HORAS (DE 9'30 A 9'30);913013297;Calle Real de Arganda, 40, 28031 Madrid
Madrid;CHAMARTIN-HORTALEZA;20/02/2021;1915;AV PIO XII,   2 LC 21-29 CC ALCAMPO;SERVICIO DIURNO (DE 9'30 A 23'00);913593662;Av. de Pío XII, 4B, 28016 Madrid
Madrid;RETIRO-ARGANZUELA;20/02/2021;2128;CL BRONCE,   4C LC9;SERVICIO 24 HORAS (DE 9'30 A 9'30);914610270;Calle del Bronce, 4, 28045 Madrid
Madrid;CARABANCHEL-LATINA;20/02/2021;2274;AV LOS POBLADOS,  58 C.C.PLAZA ALUCHE LC B1-B2;SERVICIO 24 HORAS (DE 9'30 A 9'30);915094389;Av. de los Poblados, 58, 28044 Madrid
Madrid;FUENCARRAL-BARRIO DEL PILAR;20/02/2021;2314;CL MONASTERIO MONTESCLAROS, 7-B C/V A MO. ESCORIAL;SERVICIO DIURNO (DE 9'30 A 23'00);914275329;Calle Monasterio de Montesclaros, 7, 28049 Madrid
Madrid;RETIRO-ARGANZUELA;20/02/2021;2336;PS SANTA MARIA DE LA CABEZA,  64 LC II;SERVICIO DIURNO (DE 9'30 A 23'00);914730672;Paseo de Santa María de la Cabeza, 64, 28045 Madrid
Madrid;RETIRO-ARGANZUELA;20/02/2021;2360;PS DELICIAS,   5 (Altura 41 Ps Yeserias);SERVICIO 24 HORAS (DE 9'30 A 9'30);914740702;Paseo de las Delicias, 5, 28045 Madrid
Madrid;BARAJAS-ALAMEDA DE OSUNA;20/02/2021;2514;AEROPUERTO BARAJAS TERMINAL 1 LLEGADAS SALA 2;SERVICIO DE 7'00 A 23'00 HORAS;913055203;T1 Aeropuerto Barajas, 28042 Madrid
Madrid;ARAVACA;20/02/2021;2619;AV VICTORIA, S/N CEN COM SEXTA AVENIDA;SERVICIO DIURNO (DE 9'30 A 23'00);913728818;Avenida VICTORIA, 2 Centro Comercial Sexta Avenida, 28023 Madrid
Madrid;BARAJAS-ALAMEDA DE OSUNA;21/02/2021;19;AV GENERAL,   1 (BARAJAS);SERVICIO DIURNO (DE 9'30 A 23'00);913054120;Av. General, 1, 28042 Madrid
Madrid;CENTRO;21/02/2021;46;PZ DEL ANGEL,  14 (Entre Pz Benavente y Santa Ana);SERVICIO 24 HORAS (DE 9'30 A 9'30);913692318;Plaza del Ángel, 14, 28012 Madrid
Madrid;CHAMBERI-MONCLOA;21/02/2021;55;CL FERRAZ,  13;SERVICIO DIURNO (DE 9'30 A 23'00);915470572;Calle de Ferraz, 13, 28008 Madrid
Madrid;TETUAN-CUATRO CAMINOS;21/02/2021;86;CL MARQUES DE VIANA,   3 (Tetuan);SERVICIO DIURNO (DE 9'30 A 23'00);915795461;Calle del Marqués de Viana, 3, 28039 Madrid
Madrid;CHAMARTIN-HORTALEZA;21/02/2021;95;AV MACHUPICHU,  37 LC 2 Y 3;SERVICIO 24 HORAS (DE 9'30 A 9'30);913887588;Av. de Machupichu, 37, 28043 Madrid
Madrid;CENTRO;21/02/2021;102;PZ PUERTA DEL SOL,  14;SERVICIO DIURNO (DE 9'30 A 23'00);915312514;Puerta del Sol, 14, 28013 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;119;CL NARVAEZ,   3 (Esquina a Goya);SERVICIO DIURNO (DE 9'30 A 23'00);915770032;C. de Narváez, 3, 28009 Madrid
Madrid;USERA-VILLAVERDE;21/02/2021;123;ESQ AV LOS POBLADOS (AV ANDALUCIA, KM 6,4);SERVICIO 24 HORAS (DE 9'30 A 9'30);917237731;Av. de Andalucía,400, 28041 Madrid
Madrid;PUENTE DE VALLECAS-ENTREVIAS;21/02/2021;124;CL CLEOPATRA,   6;SERVICIO DIURNO (DE 9'30 A 23'00);915073257;Calle los Santos Inocentes, 6, 28018 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;126;CL CONDE DE PEÑALVER,  80 (Semiesquina a Juan Bravo);SERVICIO DIURNO (DE 9'30 A 23'00);914021171;Calle del Conde de Peñalver, 80, 28006 Madrid
Madrid;PUEBLO DE VALLECAS;21/02/2021;133;CL ADRADA, 26 (SEMIESQ. PEÑARANDA BRACAMONTE);SERVICIO DIURNO (DE 9'30 A 23'00);914944875;Calle la Adrada, 26, 28051 Madrid
Madrid;CHAMBERI-MONCLOA;21/02/2021;136;CL CEA BERMUDEZ,  15;SERVICIO 24 HORAS (DE 9'30 A 9'30);915335849;Calle de Cea Bermúdez, 15, 28003 Madrid
Madrid;PUEBLO DE VALLECAS;21/02/2021;139;PS FEDERICO GARCIA LORCA,  19 (Antes A. de los Caidos);SERVICIO NOCTURNO (DE 23'00 A 9,30);913320826;Paseo Federico García Lorca, 19, 28031 Madrid
Madrid;RETIRO-ARGANZUELA;21/02/2021;187;AV MENENDEZ PELAYO,  45;SERVICIO 24 HORAS (DE 9'30 A 9'30);914095759;Av. de Menéndez Pelayo, 45, 28009 Madrid
Madrid;CENTRO;21/02/2021;238;PZ SAN MIGUEL,   8 (Frente mercado S.Miguel-Proximo c/Mayor);SERVICIO DIURNO (DE 9'30 A 23'00);915480618;Plaza de San Miguel, 8, 28005 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;279;CL VELAZQUEZ,  70;SERVICIO DIURNO (DE 9'30 A 23'00);914351347;Calle de Velázquez, 70, 28001 Madrid
Madrid;CIUDAD LINEAL-SAN BLAS;21/02/2021;286;CL SAN ROMUALDO,  51;SERVICIO DIURNO (DE 9'30 A 23'00);913759068;Calle de San Romualdo, 51, 28037 Madrid
Madrid;CHAMBERI-MONCLOA;21/02/2021;287;CL PRINCESA,  72 (Esq.Hilarion Eslava);SERVICIO DIURNO (DE 9'30 A 23'00);915439463;C. de la Princesa, 72, 28008 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;289;CL ALCALA, 172 (Entre Manuel Becerra y Ventas);SERVICIO DIURNO (DE 9'30 A 23'00);911626491;Calle de Alcalá, 172, 28028 Madrid
Madrid;CENTRO;21/02/2021;331;CL MAYOR,  13;SERVICIO 24 HORAS (DE 9'30 A 9'30);913664616;Calle Mayor, 13, 28013 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;333;CL ALCALA, 173 (Esquina a Montesa);SERVICIO DIURNO (DE 9'30 A 23'00);914013639;Calle de Alcalá, 173, 28009 Madrid
Madrid;CENTRO;21/02/2021;350;CL TOLEDO,  46 (Metro La Latina);SERVICIO DIURNO (DE 9'30 A 23'00);913653458;Calle de Toledo, 46, 28005 Madrid
Madrid;CARABANCHEL-LATINA;21/02/2021;367;PS EXTREMADURA, 124;SERVICIO 24 HORAS (DE 9'30 A 9'30);914631194;Paseo de Extremadura, 124, 28011 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;408;CL FRANCISCO SILVELA,  75;SERVICIO DIURNO (DE 9'30 A 23'00);915622621;Calle de Francisco Silvela, 75, 28028 Madrid
Madrid;CHAMARTIN-HORTALEZA;21/02/2021;412;CL VALDETORRES DEL JARAMA,  31 (Frente Cen. Com. Gran Via de Hortaleza);SERVICIO DIURNO (DE 9'30 A 23'00);913818898;Calle de Valdetorres de Jarama, 31, 28043 Madrid
Madrid;USERA-VILLAVERDE;21/02/2021;493;CL MARCELO USERA, 114;SERVICIO 24 HORAS (DE 9'30 A 9'30);914756729;Calle de Marcelo Usera, 116, 28026 Madrid
Madrid;CHAMBERI-MONCLOA;21/02/2021;509;CL BLASCO DE GARAY,   5 (Semiesquina Alberto Aguilera);SERVICIO DIURNO (DE 9'30 A 23'00);915474731;Calle de Blasco de Garay, 5, 28015 Madrid
Madrid;PUENTE DE VALLECAS-ENTREVIAS;21/02/2021;515;AV MONTE IGUELDO,  14;SERVICIO 24 HORAS (DE 9'30 A 9'30);914339315;Av del Monte Igueldo, 14, 28053 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;524;CL GOYA,  89;SERVICIO DIURNO (DE 9'30 A 23'00);914354958;Calle de Goya, nº 89, 28001 Madrid
Madrid;CHAMBERI-MONCLOA;21/02/2021;525;CL PRINCESA,  30;SERVICIO DIURNO (DE 9'30 A 23'00);915423388;C. de la Princesa, 30, 28008 Madrid
Madrid;CHAMBERI-MONCLOA;21/02/2021;535;CL ELOY GONZALO,  31;SERVICIO 24 HORAS (DE 9'30 A 9'30);914489932;Calle Eloy Gonzalo, 31, 28010 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;551;CL CONDE DE PEÑALVER,  34 (Esquina a D. Ramon de la Cruz);SERVICIO DIURNO (DE 9'30 A 23'00);914010968;Calle del Conde de Peñalver, 34, 28006 Madrid
Madrid;ARAVACA;21/02/2021;601;AV EUROPA, 30 (ARAVACA);SERVICIO DIURNO (DE 9'30 A 23'00);913513312;Av. de Europa, 30, 28023 Pozuelo de Alarcón, Madrid
Madrid;CHAMARTIN-HORTALEZA;21/02/2021;624;PZ SAGRADOS CORAZONES,   4 (Esquina a C. Espina, 5);SERVICIO 24 HORAS (DE 9'30 A 9'30);915649284;Pl. de los Sagrados Corazones, 4, 28036 Madrid
Madrid;MORATALAZ;21/02/2021;641;CL FUENTE CARRANTONA,  29;SERVICIO 24 HORAS (DE 9'30 A 9'30);915616041;Calle de la Fuente Carrantona, 29, 28030 Madrid
Madrid;RETIRO-ARGANZUELA;21/02/2021;649;CL DOCTOR CASTELO,  26 (Esquina a Narvaez);SERVICIO DIURNO (DE 9'30 A 23'00);915731163;Calle del Dr. Castelo, 26, 28009 Madrid
Madrid;BARAJAS-ALAMEDA DE OSUNA;21/02/2021;657;T4 AEROPUERTO BARAJAS LC.T2.15;SERVICIO DE 7'00 A 23'00 HORAS;913338357;T4 Aeropuerto Barajas, 28042 Madrid
Madrid;BARAJAS-ALAMEDA DE OSUNA;21/02/2021;677;CL AUTOGIRO,   2 ESQ. CL ALAR DEL REY;SERVICIO DIURNO (DE 9'30 A 23'00);913676575;Calle Autogiro, 2, 28042 Madrid
Madrid;TETUAN-CUATRO CAMINOS;21/02/2021;706;AV ASTURIAS, 34 (.);SERVICIO DIURNO (DE 9'30 A 23'00);912810332;Av. de Asturias, 34, 28029 Madrid
Madrid;CIUDAD LINEAL-SAN BLAS;21/02/2021;743;CL SAN TELESFORO,  45-47;SERVICIO DIURNO (DE 9'30 A 23'00);913043416;Calle de San Telesforo, 45, 47, 28017 Madrid
Madrid;PUEBLO DE VALLECAS;21/02/2021;751;CL PUENTEDEY, 10 (.);SERVICIO NOCTURNO (DE 23'00 A 9,30);914944536;Calle de Puentedey, 10, 28051 Madrid
Madrid;CHAMARTIN-HORTALEZA;21/02/2021;792;CL MOSCATELAR, 1-Q C/V CL PUERTO DE SANTA MARIA (Detras convento Clarisas);SERVICIO DIURNO (DE 9'30 A 23'00);917959592;Calle del Moscatelar, 1, 28043 Madrid
Madrid;CIUDAD LINEAL-SAN BLAS;21/02/2021;886;AV INSTITUCION LIBRE DE ENSEÑANZA,  21;SERVICIO 24 HORAS (DE 9'30 A 9'30);914080164;Av. de la Institución Libre de Enseñanza, 21, 28037 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;892;CL FRANCISCO SILVELA,  36;SERVICIO 24 HORAS (DE 9'30 A 9'30);913563573;Calle de Francisco Silvela, 36, 28028 Madrid
Madrid;CENTRO;21/02/2021;913;PS ACACIAS,  69 (Esquina Glorieta Piramides);SERVICIO 24 HORAS (DE 9'30 A 9'30);914744782;Paseo de las Acacias, 69, 28005 Madrid
Madrid;VICALVARO;21/02/2021;931;CL BULEVAR JOSE PRAT,  35 LC.B-26;SERVICIO DIURNO (DE 9'30 A 21'30);917739994;Centro Comercial Valdebernardo, Bulevar de José Prat, 35, 28032 Madrid
Madrid;CIUDAD LINEAL-SAN BLAS;21/02/2021;967;CL ARTURO SORIA, 142 (Entrada General Ricardos, 163 - Metro Oporto);SERVICIO DIURNO (DE 9'30 A 23'00);915106511;C. de Arturo Soria, 142, 28043 Madrid
Madrid;CENTRO;21/02/2021;968;CL CAPITAN BLANCO ARGIBAY, 24 (.);SERVICIO DIURNO (DE 9'30 A 23'00);915710241;Calle del Capitán Blanco Argibay, 45, 28029 Madrid
Madrid;CIUDAD LINEAL-SAN BLAS;21/02/2021;1077;AV DONOSTIARRA,  22 (Barrio Concepcion);SERVICIO 24 HORAS (DE 9'30 A 9'30);914039654;Av. Donostiarra, 22, 28027 Madrid
Madrid;MORATALAZ;21/02/2021;1088;CL FUENTE CARRANTONA, 47-49 (FINAL C/DR.GARCIA TAPIA);SERVICIO DIURNO (DE 9'30 A 23'00);913014702;Calle de la Fuente Carrantona, 49, 28030 Madrid
Madrid;SALAMANCA-VENTAS;21/02/2021;1095;CL MARIA DE MOLINA,  22 (Entrada Claudio Coello, 145);SERVICIO DIURNO (DE 9'30 A 23'00);915618218;Calle de María de Molina, 22, 28006 Madrid
Madrid;CHAMARTIN-HORTALEZA;21/02/2021;1102;PS HABANA,   7 (Semiesq. Ps Castellana 124);SERVICIO DIURNO (DE 9'30 A 23'00);915612244;Paseo de la Habana, 7, 28036 Madrid
Madrid;ARAVACA;21/02/2021;1198;AV VALDEMARIN, 165 LC 4-2;SERVICIO DIURNO (DE 9'30 A 23'00);913070836;Av. de Valdemarín, 165, 28023 Madrid
Madrid;CARABANCHEL-LATINA;21/02/2021;1248;CL OCA,  17 (Metro Oporto-salida Oca);SERVICIO DIURNO (DE 9'30 A 23'00);914714773;Calle de la Oca, 17, 28025 Madrid
Madrid;CHAMARTIN-HORTALEZA;21/02/2021;1274;CL VICTOR DE LA SERNA,   1 (FRENTE PARQUE DE BERLIN);SERVICIO DIURNO (DE 9'30 A 23'00);915199116;C. de Víctor de la Serna, 1, 28016 Madrid
Madrid;ARAVACA;21/02/2021;1295;CL BLANCA DE CASTILLA,  11;SERVICIO 24 HORAS (DE 9'30 A 9'30);913576914;Calle de Blanca de Castilla, 11, 28023 Madrid
Madrid;CARABANCHEL-LATINA;21/02/2021;1301;CL LAS CUEVAS DE ALTAMIRA,  27-29 POR C/P. HUMA.10 (Poblado Dirigido Fuencarral);SERVICIO DIURNO (DE 9'30 A 23'00);915083485;Calle Patrimonio de la Humanidad, 10, 28054 Madrid
Madrid;TETUAN-CUATRO CAMINOS;21/02/2021;1346;PS CASTELLANA, 181;SERVICIO 24 HORAS (DE 9'30 A 9'30);915704891;Paseo de la Castellana, 181, 28046 Madrid
Madrid;CARABANCHEL-LATINA;21/02/2021;1358;AV PADRE PIQUER,   8 (Metro Campamento);SERVICIO DIURNO (DE 9'30 A 23'00);917113442;Av. del Padre Piquer, 8, 28024 Madrid
Madrid;MORATALAZ;21/02/2021;1371;CL CORREGIDOR JUAN BOBADILLA,  10 (Entrada por Camino Vinateros,119);SERVICIO DIURNO (DE 9'30 A 23'00);917732074;Calle del Corregidor Juan de Bobadilla, 10, 28030 Madrid
Madrid;CHAMARTIN-HORTALEZA;21/02/2021;1451;CL LUIS MOYA BLANCO,  19-21 ESQ CL SEGUNDINO ZUAZO (Elipa entrada Jose Luis Arrese, 32);SERVICIO 24 HORAS (DE 9'30 A 9'30);915295978;Calle de Luis Moya Blanco, 19, 21, 28055 Madrid
Madrid;RETIRO-ARGANZUELA;21/02/2021;1454;AV MEDITERRANEO,  22;SERVICIO DIURNO (DE 9'30 A 23'00);914337580;Av. del Mediterráneo, 22, 28007 Madrid
Madrid;VICALVARO;21/02/2021;1455;CL MERCURIO,  10;SERVICIO DIURNO (DE 9'30 A 23'00);917764023;Calle Mercurio, 10, 28032 Madrid
Madrid;VICALVARO;21/02/2021;1473;CL SAN CIPRIANO,  39 (VICALVARO) (Junto a metro San Cipriano);SERVICIO DIURNO (DE 9'30 A 21'30);917765026;C. de S. Cipriano, 39, 28032 Madrid
Madrid;VICALVARO;21/02/2021;1533;AV GRAN VIA DEL ESTE,  16 Y 18 (METRO PUERTA ARGANDA);SERVICIO DIURNO (DE 9'30 A 21'30);917753024;Av. de la Gran Vía del Este, 16, 18, 28032 Madrid
Madrid;VICALVARO;21/02/2021;1566;CL CAMPO DE LA TORRE,   1 (APE Valderribas-Vicalvaro);SERVICIO DIURNO (DE 9'30 A 21'30);917750011;Calle del Campo de la Torre, 1, 28032 Madrid
Madrid;PUENTE DE VALLECAS-ENTREVIAS;21/02/2021;1764;AV PABLO NERUDA,  91-97 CEN COM MADRID SUR;SERVICIO 24 HORAS (DE 9'30 A 9'30);915079484;Av. Pablo Neruda, 91, 28018 Madrid
